meal_id,cycle_phase,meal_type,meal_name,description,key_nutrients,calories,iron_mg,magnesium_mg,omega3_g,vitamin_c_mg,prep_time_min,dietary_tags
MEAL-0461,menstrual,snack,Molasses and Tahini Dip (Light Version),"Blackstrap molasses mixed with tahini and sesame seeds. Extremely high in iron, served with crackers.",iron;calcium;magnesium,236,5.9,107.5,1.09,34.1,15,vegan
MEAL-0462,menstrual,snack,Spinach and Cheese Muffin (High Protein),"Mini muffins with spinach and cheddar. Warm, comforting, iron-containing snack.",iron;calcium;protein,160,4.5,67.9,0.97,23.9,8,vegetarian
MEAL-0463,menstrual,lunch,Lentil and Kale Soup (Quick Prep),"Hearty red lentil soup with kale, tomatoes, cumin, and turmeric. A warming, iron-rich meal that fights inflammation.",iron;fiber;vitamin_c,521,7.3,116.8,0.64,24.4,25,vegan
MEAL-0464,menstrual,lunch,Salmon Teriyaki Rice Bowl (Family Size),"Grilled salmon with brown rice, edamame, and steamed broccoli. Excellent omega-3 and iron content.",omega3;iron;protein,559,7.7,54.9,0.84,30.8,35,pescatarian;gluten_free
MEAL-0465,menstrual,lunch,Spinach and Chickpea Curry (Low Carb),Chickpeas simmered with spinach in a spiced coconut sauce. Served with basmati rice. Deeply nourishing.,iron;protein;vitamin_c,484,4.8,86.7,0.68,20.8,24,vegan
MEAL-0466,menstrual,lunch,Beef and Broccoli Stir-Fry (Seasonal),"Lean beef strips with broccoli, bell pepper, and sesame. High in heme iron and vitamin C for absorption.",iron;protein;vitamin_c,466,4.2,113.7,0.77,16.7,19,gluten_free;dairy_free
MEAL-0467,menstrual,lunch,Mediterranean Sardine Salad (Light Version),"Sardines on a bed of mixed greens with olives, tomatoes, and lemon vinaigrette. Omega-3 and iron-packed.",omega3;iron;calcium,487,4.2,69.9,1.11,27.2,36,pescatarian;gluten_free
MEAL-0468,menstrual,lunch,Black Bean and Quinoa Bowl (High Protein),"Black beans with quinoa, roasted red pepper, and avocado. Plant-based iron and complete protein.",iron;protein;fiber,304,5.5,81.5,0.8,31.2,32,vegan;gluten_free
MEAL-0469,menstrual,lunch,Liver Pate Sandwich (Quick Prep),Chicken liver pate on wholegrain bread with cornichons and watercress. Highest bioavailable iron source.,iron;vitamin_a;vitamin_b12,366,7.4,96.0,1.11,25.5,28,dairy_free
MEAL-0470,menstrual,dinner,Lamb and Lentil Stew (Family Size),"Slow-cooked lamb with lentils, carrots, and rosemary. Rich in heme iron and warming spices.",iron;protein;zinc,768,7.6,75.2,0.69,35.4,60,gluten_free;dairy_free
MEAL-0471,menstrual,dinner,Baked Salmon with Sweet Potato (Low Carb),Oven-baked salmon fillet with roasted sweet potato and steamed greens. Anti-inflammatory omega-3 powerhouse.,omega3;vitamin_a;iron,561,8.1,72.3,0.59,35.7,45,pescatarian;gluten_free
MEAL-0472,menstrual,dinner,Dark Chocolate Chili Con Carne (Seasonal),Black beans and beef in a rich tomato sauce with a square of dark chocolate. Unique iron and magnesium combination.,iron;magnesium;protein,674,6.3,106.4,0.98,26.3,44,gluten_free
MEAL-0473,menstrual,dinner,Tofu and Mushroom Ramen (Light Version),"Silken tofu in a ginger-miso broth with shiitake mushrooms, nori, and spring onions. Warm and restorative.",iron;protein;vitamin_b12,662,6.4,85.1,1.11,38.1,24,vegan
MEAL-0474,menstrual,dinner,Chicken Liver Pate with Crostini (High Protein),Smooth chicken liver pate with wholegrain crostini and cornichons. Extremely high in bioavailable iron.,iron;vitamin_a;vitamin_b12,480,5.2,105.0,0.75,40.5,46,dairy_free
MEAL-0475,menstrual,dinner,Venison Steak with Red Cabbage (Quick Prep),Pan-seared venison with braised red cabbage and roasted parsnips. Very high in heme iron.,iron;protein;vitamin_c,685,6.4,67.6,0.76,45.6,41,gluten_free;dairy_free
MEAL-0476,menstrual,dinner,Mussels in White Wine Sauce (Family Size),"Mussels steamed in white wine, garlic, and parsley. Served with crusty bread. Rich in iron and B12.",iron;vitamin_b12;omega3,465,4.3,72.1,0.8,27.7,42,pescatarian
MEAL-0477,follicular,breakfast,Protein Pancakes with Berries (Low Carb),"Fluffy pancakes made with protein powder, oats, and eggs. Topped with fresh blueberries and Greek yogurt.",protein;antioxidants;calcium,369,4.8,65.1,0.7,54.1,10,vegetarian
MEAL-0478,follicular,breakfast,Scrambled Eggs with Smoked Turkey (Seasonal),"Free-range eggs scrambled with smoked turkey, cherry tomatoes, and wholegrain toast. High-protein energy start.",protein;vitamin_b12;selenium,512,4.3,64.6,0.68,27.7,22,dairy_free
MEAL-0479,follicular,breakfast,Acai Berry Bowl (Light Version),"Acai blended with banana and topped with granola, strawberries, and coconut flakes. Antioxidant-rich energy bowl.",antioxidants;vitamin_c;fiber,530,5.3,89.0,0.69,27.3,21,vegan
MEAL-0480,follicular,breakfast,Quinoa Breakfast Porridge (High Protein),"Quinoa cooked in almond milk with cinnamon, walnuts, and fresh pear. Complete protein and sustained energy.",protein;fiber;omega3,432,4.0,83.9,0.53,29.7,18,vegan
MEAL-0481,follicular,breakfast,Greek Yogurt Parfait (Quick Prep),"Thick Greek yogurt layered with honey, mixed nuts, and pomegranate seeds. Protein-rich and energizing.",protein;calcium;antioxidants,469,2.7,77.3,0.77,33.8,16,vegetarian;gluten_free
MEAL-0482,follicular,breakfast,Egg White Veggie Scramble (Family Size),"Egg whites with spinach, mushrooms, and bell peppers. Light, high-protein, energizing.",protein;vitamin_c;iron,295,3.3,71.5,0.35,34.6,21,vegetarian;gluten_free
MEAL-0483,follicular,breakfast,Cottage Cheese and Fruit Bowl (Low Carb),"Cottage cheese with fresh peach, walnuts, and a drizzle of honey. Casein protein for sustained energy.",protein;calcium;vitamin_c,538,4.2,71.1,0.23,54.8,15,vegetarian;gluten_free
MEAL-0484,follicular,snack,Boiled Eggs and Cherry Tomatoes (Seasonal),"Two boiled eggs with a handful of cherry tomatoes and sea salt. Simple, protein-packed snack.",protein;vitamin_d;lycopene,125,4.2,91.9,0.56,30.3,8,vegetarian;gluten_free
MEAL-0485,follicular,snack,Berries and Almond Butter (Light Version),Fresh mixed berries with a tablespoon of almond butter. Antioxidants plus healthy fats.,antioxidants;healthy_fats;vitamin_e,142,4.2,90.5,0.66,52.2,5,vegan;gluten_free
MEAL-0486,follicular,snack,Chicken Jerky Strips (High Protein),Lean chicken jerky with cracked pepper. Portable high-protein snack for active days.,protein;iron;zinc,182,4.2,53.1,0.32,25.6,11,gluten_free;dairy_free
MEAL-0487,follicular,snack,Edamame with Sea Salt (Quick Prep),Steamed edamame pods with flaky sea salt. Plant protein and isoflavones.,protein;fiber;isoflavones,145,3.2,84.4,0.31,59.0,7,vegan;gluten_free
MEAL-0488,follicular,snack,Protein Smoothie (Family Size),"Whey protein blended with banana, spinach, and peanut butter. Quick refuel after morning workout.",protein;potassium;iron,151,2.8,53.2,0.21,24.5,13,vegetarian;gluten_free
MEAL-0489,follicular,snack,Turkey Roll-Ups (Low Carb),Sliced turkey breast rolled around cucumber and mustard. Lean protein portable snack.,protein;vitamin_b6;selenium,192,5.2,63.6,0.59,42.5,9,gluten_free;dairy_free
MEAL-0490,follicular,snack,Rice Cake with Tuna (Seasonal),Rice cake topped with canned tuna and a squeeze of lemon. Quick protein hit.,protein;omega3;selenium,134,5.5,49.0,0.64,49.8,9,gluten_free;dairy_free
MEAL-0491,follicular,lunch,Grilled Chicken Quinoa Bowl (Light Version),"Grilled chicken breast on a bed of quinoa with avocado, black beans, corn, and lime dressing. Complete balanced meal.",protein;fiber;healthy_fats,365,5.1,40.7,0.31,22.5,39,gluten_free;dairy_free
MEAL-0492,follicular,lunch,Tuna Nicoise Salad (High Protein),"Seared tuna with green beans, boiled egg, olives, and new potatoes. Classic protein-rich lunch.",protein;omega3;vitamin_d,407,3.2,85.1,0.5,28.6,34,pescatarian;gluten_free
MEAL-0493,follicular,lunch,Turkey and Avocado Wrap (Quick Prep),"Sliced turkey with avocado, lettuce, and mustard in a wholegrain wrap. Lean protein with healthy fats.",protein;healthy_fats;fiber,630,3.7,47.7,0.56,37.5,40,dairy_free
MEAL-0494,follicular,lunch,Egg Fried Rice with Vegetables (Family Size),"Brown rice stir-fried with eggs, peas, carrots, and spring onions. Quick, energizing, protein-rich.",protein;fiber;vitamin_a,389,4.8,76.7,0.68,33.7,25,vegetarian;dairy_free
MEAL-0495,follicular,lunch,Chicken Caesar Salad (Low Carb),"Grilled chicken on romaine lettuce with parmesan, croutons, and Caesar dressing. Satisfying protein lunch.",protein;calcium;vitamin_k,393,4.9,71.5,0.44,48.6,20,omnivore
MEAL-0496,follicular,lunch,Prawn Stir-Fry Noodles (Seasonal),"King prawns with rice noodles, pak choi, and chili. Light, protein-rich, energizing.",protein;omega3;vitamin_c,526,5.0,52.6,0.61,51.8,39,pescatarian;dairy_free
MEAL-0497,follicular,lunch,Greek Chicken Souvlaki Bowl (Light Version),"Marinated chicken with tzatziki, tomato, cucumber, and wholegrain pitta. Mediterranean protein bowl.",protein;calcium;vitamin_c,594,2.8,92.0,0.2,51.9,35,omnivore
MEAL-0498,follicular,dinner,Grilled Steak with Asparagus (High Protein),Lean sirloin steak with roasted asparagus and sweet potato wedges. Iron and protein to fuel active phases.,protein;iron;vitamin_b6,688,4.6,88.4,0.74,34.2,23,gluten_free;dairy_free
MEAL-0499,follicular,dinner,Chicken Stir-Fry with Cashews (Quick Prep),"Chicken breast stir-fried with bell peppers, snap peas, and cashew nuts in a light soy sauce.",protein;vitamin_c;healthy_fats,636,5.1,84.7,0.22,51.8,59,dairy_free
MEAL-0500,follicular,dinner,Baked Cod with Herbed Couscous (Family Size),"Cod fillet baked with lemon and herbs, served with fluffy couscous and roasted vegetables.",protein;omega3;fiber,616,4.8,47.3,0.66,42.4,54,pescatarian;dairy_free
